1	2659.0714285714284
10	2386.0
100	4516.0
101	3468.0
104	3771.0
105	2170.0
106	2388.5
11	2636.5
112	4743.0
114	1413.0
119	2390.0
12	3653.0
13	1439.0
139	875.0
14	2943.0
15	1914.0
16	4382.5
17	2063.2
18	1859.6666666666667
19	2171.0
2	3392.5
20	3075.0
21	1580.75
22	2552.5
23	1979.0
24	3302.714285714286
25	1149.5
26	2244.3333333333335
27	3357.6666666666665
28	3339.6
29	2547.8
30	2747.6666666666665
31	1610.5
32	2352.75
33	3263.777777777778
34	2196.0
35	2848.2
36	1999.857142857143
37	2059.8888888888887
38	2669.1666666666665
39	2366.5714285714284
4	3124.6666666666665
40	3182.777777777778
41	1415.6
42	2578.125
43	1917.7333333333333
44	2140.5714285714284
45	2738.5555555555557
46	3634.0
47	2864.5555555555557
48	2969.285714285714
49	2987.5
5	2371.0
50	2737.818181818182
51	2692.1428571428573
52	2781.1111111111113
53	1372.5
54	2958.0
55	1797.8
56	3044.5555555555557
57	2180.6666666666665
58	2404.5
59	2673.0
6	3476.0
60	2840.909090909091
61	3322.8333333333335
62	2460.909090909091
63	1943.2
64	1101.0
65	1625.3333333333333
66	3528.6666666666665
67	3381.5714285714284
68	3932.4
69	2069.0
70	3250.5
71	2469.0
72	2812.5
73	2827.8888888888887
74	2332.25
75	2772.6666666666665
76	2620.8571428571427
77	4574.5
78	2420.5
79	2506.25
8	2528.6666666666665
80	1682.0
81	1786.8333333333333
82	3402.6666666666665
83	2798.0
84	1993.6666666666667
85	2832.0
86	3220.75
87	2509.0
88	1876.6
89	2394.0
9	1002.5
90	293.0
91	1413.0
92	2220.6666666666665
93	2446.0
94	3251.5
95	2177.5
96	391.5
97	169.0
98	2220.6666666666665
99	1034.0
