1	1.0
2	1.0
4	1.0
5	1.0
6	1.0
8	1.0
9	1.0
10	1.0
11	1.0
12	1.0
13	1.0
14	1.0
15	1.0
16	1.0
17	1.0
18	1.0
19	1.0
20	1.0
21	1.0
22	1.0
23	1.0
24	1.0
25	1.0
26	1.0
27	1.0
28	1.0
29	1.0
30	1.0
31	1.0
32	1.0
33	1.0
34	1.0
35	1.0
36	1.0
37	1.0
38	1.0
39	1.0
40	1.0
41	1.0
42	1.0
43	1.0
44	1.0
45	1.0
46	1.0
47	1.0
48	1.0
49	1.0
50	1.0
51	1.0
52	1.0
53	1.0
54	1.0
55	1.0
56	1.0
57	1.0
58	1.0
59	1.0
60	1.0
61	1.0
62	1.0
63	1.0
64	1.0
65	1.0
66	1.0
67	1.0
68	1.0
69	1.0
70	1.0
71	1.0
72	1.0
73	1.0
74	1.0
75	1.0
76	1.0
77	1.0
78	1.0
79	1.0
80	1.0
81	1.0
82	1.0
83	1.0
84	1.0
85	1.0
86	1.0
87	1.0
88	1.0
89	1.0
90	1.0
91	1.0
92	1.0
93	1.0
94	1.0
95	1.0
96	1.0
97	1.0
98	1.0
99	1.0
100	1.0
101	1.0
104	1.0
105	1.0
106	1.0
112	1.0
114	1.0
119	1.0
123	1.0
129	1.0
136	1.0
138	1.0
139	1.0
169	1.0
187	1.0
220	1.0
222	1.0
226	1.0
243	1.0
248	1.0
251	1.0
266	1.0
273	1.0
275	1.0
282	1.0
290	1.0
293	1.0
302	1.0
304	1.0
309	1.0
312	1.0
323	1.0
327	1.0
354	1.0
363	1.0
370	1.0
384	1.0
403	1.0
408	1.0
410	1.0
443	1.0
466	1.0
479	1.0
485	1.0
495	1.0
516	1.0
527	1.0
531	1.0
551	1.0
591	1.0
599	1.0
611	1.0
616	1.0
625	1.0
629	1.0
644	1.0
652	1.0
665	1.0
673	1.0
675	1.0
696	1.0
707	1.0
721	1.0
737	1.0
739	1.0
749	1.0
750	1.0
779	1.0
797	1.0
804	1.0
816	1.0
823	1.0
827	1.0
857	1.0
875	1.0
882	1.0
893	1.0
911	1.0
918	1.0
922	1.0
928	1.0
948	1.0
955	1.0
970	1.0
987	1.0
989	1.0
995	1.0
1009	1.0
1013	1.0
1019	1.0
1031	1.0
1033	1.0
1034	1.0
1037	1.0
1040	1.0
1046	1.0
1050	1.0
1078	1.0
1092	1.0
1095	1.0
1099	1.0
1107	1.0
1118	1.0
1122	1.0
