1	1041.0884948834607
4	107.02787250753698
5	74.85646275423045
8	210.01133506547663
9	157.13302064877337
10	211.39202181693184
11	59.461612153343296
12	320.26072362210255
13	200.61371360686235
14	418.4344577820964
15	98.94464094108858
16	160.66768938371246
17	318.30021310081275
18	142.19235835406167
19	141.9467407576289
20	399.81387413149315
21	43.67726909029128
22	73.37494438072855
23	334.17378942645723
25	155.48952988080245
26	231.0071139896112
27	481.63261525023665
28	660.5002888352922
29	468.31945738149705
30	172.0648909260484
31	201.13313350960735
32	552.6864279150886
33	805.3286538902659
34	479.1129559808265
35	603.9044136051114
36	131.556486838573
37	508.44180954732485
38	322.74427264067316
39	307.4150671496439
40	548.4944965767032
41	195.35582687185146
42	292.29371133219485
43	146.4748105768492
44	358.62081994668875
45	824.8921954183957
46	636.0821378789891
47	828.9540361497641
48	521.5292348469796
49	410.6859389573196
50	627.4745700024514
51	652.5772489162742
52	521.364395896552
53	217.09463737623182
54	328.44537557163324
55	591.0149466994399
56	542.9312122861993
57	485.66264630926327
58	244.52715938713385
59	948.8436014640893
60	659.7229817016785
61	628.7421745442388
62	474.7622542370976
63	574.7972994149331
64	253.01278578540058
65	454.94746464055055
66	254.33468013986956
67	647.9907103979402
68	16.290425120947567
69	60.49646320673653
70	333.4483254403245
71	456.65987486636277
72	554.5293000708227
73	104.12491847649737
74	217.75465266077802
75	410.581786957588
76	265.7962383797683
77	762.5798386131949
78	132.620351025471
79	187.97650498883726
80	196.3286085266228
81	19.849934634021537
82	82.55635675152557
83	266.4712004103162
84	160.43656245623984
85	118.38928893175566
86	223.4193817443911
87	150.96533626916354
88	31.03616618646398
89	296.2907266252412
90	27.643908905985448
91	103.38995806934605
93	57.18330963816497
94	148.2510129333718
95	136.2477636103679
96	4.766119939275617
97	7.5503422814788355
98	306.4665110223408
100	140.8529054995825
104	116.27707978530587
