1	2568.0	352.0
1	2663.0	919.0
1	644.0	684.0
1	739.0	215.0
1	3591.0	731.0
1	290.0	784.0
1	4972.0	343.0
1	3353.0	127.0
1	1408.0	188.0
1	2539.0	530.0
1	4088.0	604.0
1	3519.0	816.0
1	3898.0	571.0
1	2955.0	472.0
10	827.0	611.0
10	3945.0	67.0
100	4516.0	886.0
101	3468.0	379.0
104	3739.0	300.0
104	3803.0	901.0
105	2170.0	668.0
106	2127.0	581.0
106	2650.0	948.0
11	1744.0	75.0
11	3529.0	233.0
112	4743.0	541.0
114	1413.0	876.0
119	2390.0	139.0
12	3653.0	272.0
13	1439.0	825.0
139	875.0	245.0
14	2214.0	889.0
14	3672.0	623.0
15	827.0	407.0
15	3001.0	560.0
16	4620.0	989.0
16	4145.0	558.0
17	1692.0	496.0
17	2958.0	478.0
17	3247.0	542.0
17	243.0	209.0
17	2176.0	580.0
18	625.0	660.0
18	1902.0	875.0
18	1346.0	666.0
18	989.0	103.0
18	2573.0	598.0
18	3723.0	804.0
19	1290.0	516.0
19	1498.0	868.0
19	4100.0	860.0
19	403.0	424.0
19	3564.0	369.0
2	4631.0	561.0
2	2154.0	104.0
20	1019.0	170.0
20	3237.0	294.0
20	3191.0	291.0
20	4853.0	396.0
21	1881.0	642.0
21	1886.0	244.0
21	1365.0	117.0
21	1191.0	570.0
22	516.0	450.0
22	3062.0	134.0
22	2740.0	541.0
22	3892.0	728.0
23	3050.0	506.0
23	3072.0	444.0
23	1986.0	874.0
23	1641.0	803.0
23	1214.0	882.0
23	911.0	858.0
24	2991.0	229.0
24	4216.0	580.0
24	1430.0	202.0
24	2029.0	166.0
24	3209.0	492.0
24	4586.0	789.0
24	4658.0	606.0
25	1262.0	643.0
25	1037.0	782.0
26	3178.0	463.0
26	591.0	424.0
26	2013.0	586.0
26	1107.0	415.0
26	1670.0	752.0
26	4907.0	129.0
27	2225.0	99.0
27	3584.0	616.0
27	4078.0	637.0
27	3376.0	430.0
27	3049.0	800.0
27	3834.0	994.0
28	2396.0	394.0
28	3052.0	915.0
28	3192.0	678.0
28	4286.0	907.0
28	3772.0	614.0
29	4184.0	119.0
29	1295.0	172.0
29	2034.0	430.0
29	4369.0	689.0
29	857.0	429.0
30	1488.0	213.0
30	2628.0	95.0
30	3177.0	834.0
30	4555.0	469.0
30	4275.0	82.0
30	363.0	463.0
31	3350.0	796.0
31	1705.0	959.0
31	3052.0	899.0
31	804.0	545.0
31	629.0	698.0
31	123.0	487.0
32	3446.0	220.0
32	2005.0	637.0
32	2419.0	721.0
32	3238.0	213.0
32	2469.0	175.0
32	1585.0	330.0
32	2041.0	844.0
32	1619.0	65.0
33	1033.0	143.0
33	4988.0	938.0
33	3981.0	69.0
33	3554.0	271.0
33	4800.0	725.0
33	2532.0	243.0
33	4690.0	437.0
33	918.0	121.0
33	2878.0	524.0
34	3447.0	417.0
34	4085.0	460.0
34	2694.0	755.0
34	370.0	163.0
34	384.0	256.0
35	1815.0	325.0
35	2315.0	773.0
35	4668.0	982.0
35	551.0	877.0
35	4892.0	955.0
36	1707.0	140.0
36	1194.0	549.0
36	2124.0	933.0
36	1279.0	448.0
36	1040.0	485.0
36	2004.0	762.0
36	4651.0	929.0
37	3493.0	401.0
37	2548.0	672.0
37	970.0	862.0
37	1046.0	107.0
37	4713.0	978.0
37	251.0	638.0
37	273.0	630.0
37	4127.0	977.0
37	1118.0	884.0
38	1306.0	526.0
38	2828.0	622.0
38	2127.0	179.0
38	4358.0	974.0
38	3379.0	969.0
38	2017.0	209.0
39	2819.0	703.0
39	1698.0	920.0
39	1050.0	806.0
39	696.0	776.0
39	3607.0	271.0
39	2403.0	204.0
39	4293.0	857.0
4	4339.0	636.0
4	2111.0	122.0
4	2924.0	383.0
40	2039.0	985.0
40	4429.0	411.0
40	4071.0	620.0
40	1768.0	545.0
40	4636.0	704.0
40	652.0	82.0
40	4552.0	230.0
40	3880.0	392.0
40	2618.0	457.0
41	3248.0	145.0
41	1435.0	350.0
41	948.0	69.0
41	282.0	401.0
41	1165.0	163.0
42	275.0	931.0
42	3873.0	654.0
42	1757.0	572.0
42	2164.0	245.0
42	3786.0	249.0
42	4891.0	62.0
42	2279.0	106.0
42	1600.0	835.0
43	2868.0	520.0
43	485.0	445.0
43	3668.0	302.0
43	1325.0	458.0
43	2958.0	962.0
43	1175.0	631.0
43	4522.0	425.0
43	354.0	837.0
43	707.0	333.0
43	2162.0	155.0
43	2809.0	216.0
43	408.0	93.0
43	3370.0	116.0
43	136.0	706.0
43	1819.0	267.0
44	3300.0	179.0
44	3648.0	108.0
44	138.0	883.0
44	882.0	302.0
44	2831.0	277.0
44	222.0	965.0
44	3963.0	978.0
45	4078.0	150.0
45	893.0	186.0
45	4414.0	840.0
45	495.0	941.0
45	2280.0	380.0
45	2105.0	174.0
45	4544.0	917.0
45	3010.0	698.0
45	2828.0	77.0
46	3234.0	546.0
46	4614.0	208.0
46	3054.0	677.0
47	4314.0	226.0
47	2142.0	489.0
47	2236.0	788.0
47	4446.0	361.0
47	3308.0	894.0
47	995.0	619.0
47	1309.0	735.0
47	2736.0	516.0
47	4295.0	62.0
48	2320.0	934.0
48	2094.0	386.0
48	3736.0	682.0
48	3208.0	611.0
48	3657.0	579.0
48	3473.0	737.0
48	3279.0	476.0
48	4864.0	924.0
48	2642.0	408.0
48	3817.0	855.0
48	675.0	774.0
48	4501.0	720.0
48	1670.0	721.0
48	1634.0	917.0
49	4432.0	387.0
49	3519.0	371.0
49	4463.0	485.0
49	3481.0	571.0
49	1520.0	925.0
49	3175.0	719.0
49	1411.0	682.0
49	1899.0	734.0
5	3455.0	776.0
5	1287.0	380.0
50	3123.0	408.0
50	3408.0	127.0
50	3525.0	397.0
50	1095.0	818.0
50	1660.0	635.0
50	4431.0	480.0
50	3849.0	290.0
50	1531.0	776.0
50	3886.0	201.0
50	2686.0	404.0
50	922.0	258.0
51	2411.0	416.0
51	1611.0	341.0
51	2219.0	969.0
51	3476.0	846.0
51	3926.0	89.0
51	4611.0	480.0
51	591.0	61.0
52	1883.0	621.0
52	2492.0	252.0
52	2162.0	304.0
52	1220.0	170.0
52	3610.0	333.0
52	4191.0	286.0
52	266.0	715.0
52	4773.0	865.0
52	4433.0	193.0
53	384.0	210.0
53	251.0	61.0
53	129.0	807.0
53	3789.0	537.0
53	1536.0	472.0
53	1923.0	671.0
53	2295.0	202.0
53	673.0	882.0
54	4671.0	484.0
